date,time,players
10-17,02:30:00,394962
10-17,02:40:00,396791
10-17,02:50:00,384856
10-17,03:00:00,387447
10-17,03:10:00,389465
10-17,03:20:00,394679
10-17,03:30:00,396278
10-17,03:40:00,396804
10-17,03:50:00,394842
10-17,04:00:00,395425
10-17,04:10:00,394990
10-17,04:20:00,393343
10-17,04:30:00,394444
10-17,04:40:00,394900
10-17,04:50:00,391659
10-17,05:00:00,387214
10-17,05:10:00,389076
10-17,05:20:00,393818
10-17,05:30:00,395119
10-17,05:40:00,383260
10-17,05:50:00,386998
10-17,06:00:00,392313
10-17,06:10:00,396304
10-17,06:20:00,398698
10-17,06:30:00,401661
10-17,06:40:00,403919
10-17,06:50:00,402752
10-17,07:00:00,403412
10-17,07:10:00,412199
10-17,07:20:00,419971
10-17,07:30:00,422993
10-17,07:40:00,419908
10-17,07:50:00,418980
10-17,08:00:00,429811
10-17,08:10:00,433954
10-17,08:20:00,441325
10-17,08:30:00,443601
10-17,08:40:00,445167
10-17,08:50:00,444442
10-17,09:00:00,444113
10-17,09:10:00,449091
10-17,09:20:00,457728
10-17,09:30:00,460645
10-17,09:40:00,460495
10-17,09:50:00,464415
10-17,10:00:00,471580
10-17,10:10:00,479691
